,Commentary,Runs,Delivery_Length,Delivery_Line,Shot_Type,Run/NoRun,Bowler_Type,Bowler_Name,Avg_Ball_Speed,MatchID,Dismissal,Dismissal_Type,Beaten/NotBeaten,Home_Away,Good_Bad_Shot,Opponent,Stadium,Shot_Zone,Delivery_Number,Toss,TossDecision,D/N
30,"Agar to Rohit, 1 run, flighted delivery on the stumps, worked away towards long-on for a single",1,Full,wicket_to_wicket,Flick,run,left arm orthodox,Agar,95.2,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,LongOn,34,0,Batting,DN
31,"Agar to Rohit, 2 runs, pushed through flatter and wider of off, cracked square on the off-side. Rohit always wanted two and rushed back towards the danger area, Rahane wasn't sure about that and started late. There's a direct hit from Coulter-Nile, but Rohit was always beating the throw",2,GoodLength,outside_stumps,Defensive_shot,run,left arm orthodox,Agar,95.2,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,Unknown,33,0,Batting,DN
32,"Stoinis to Rohit, 1 run, short of a length and angling onto Rohit's hips, nudged towards short fine for a single",1,Short,wicket_to_wicket,Edge,run,right arm medium,Stoinis,126.4,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,Unknown,32,0,Batting,DN
33,"Kane Richardson to Rohit, 1 run, this is a decent comeback from Richardson, shortened his length and hit the deck hard, Rohit was surprised by the extra bounce, manages to hop across and steers it behind square on the off-side for a single",1,Short,outside_stumps,Unknown,run,right arm fast medium,Kane Richardson,132.6,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,Unknown,31,0,Batting,DN
34,"Kane Richardson to Rohit, 1 run, good comeback from Richardson, slips in the slower ball, Rohit watches it all along and works it towards long-on",1,Unknown,Unknown,Unknown,run,right arm fast medium,Kane Richardson,132.6,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,LongOn,30,0,Batting,DN
35,"Kane Richardson to Rohit, <b>SIX</b>, <b>massive</b>, that has been <b>smashed out of the ground</b>. Ravi Shastri though stays still in his seat. Rohit shimmied down the track, Richardson spotted it and shortened his length, Rohit wasn't to be outdone though, went through with the pull and sends it sailing over the stands at deep square leg",6,Short,wicket_to_wicket,Pull_hook,run,right arm fast medium,Kane Richardson,132.6,18858,0,,not_beaten,home,good,Australia,Holkar Cricket Stadium,SquareLeg,29,0,Batting,DN
36,"Kane Richardson to Rohit, no run, short of a good length and just outside off, hit the bat hard as Rohit shaped for the drive, mistimes it towards cover",0,Short,outside_stumps,Drive,norun,right arm fast medium,Kane Richardson,132.6,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,Cover,28,0,Batting,DN
37,"Kane Richardson to Rohit, no run, on a good length and on the stumps, defended back at the bowler",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm fast medium,Kane Richardson,132.6,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,Unknown,27,0,Batting,DN
38,"Stoinis to Rohit, 1 run, short of a length and on the stumps, Rohit tucks it in front of mid-wicket for a single",1,Short,wicket_to_wicket,Pull_hook,run,right arm medium,Stoinis,126.4,18858,0,,not_beaten,home,good,Australia,Holkar Cricket Stadium,Midwicket,26,0,Batting,DN
39,"Kane Richardson to Rohit, no run, short of a good length and just outside off, chopped straight to backward point",0,Short,outside_stumps,Cut,norun,right arm fast medium,Kane Richardson,132.6,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,Point,25,0,Batting,DN
40,"Kane Richardson to Rohit, <b>FOUR</b>, Rohit is in the mood for a big knock today, too short from Richardson, can't bowl those at his pace. Rohit swivels across and pulls it over mid-wicket, one bounce and over the ropes",4,Short,outside_stumps,Pull_hook,run,right arm fast medium,Kane Richardson,132.6,18858,0,,not_beaten,home,good,Australia,Holkar Cricket Stadium,Midwicket,24,0,Batting,DN
41,"Kane Richardson to Rohit, no run, Richardson shortens his length on off, Rohit hops across and turns it towards the on-side",0,Short,wicket_to_wicket,Unknown,norun,right arm fast medium,Kane Richardson,132.6,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,Unknown,23,0,Batting,DN
42,"Kane Richardson to Rohit, no run, tad fuller and just outside off, driven sweetly but straight to the fielder at mid-off",0,Full,outside_stumps,Drive,norun,right arm fast medium,Kane Richardson,132.6,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,LongOff,22,0,Batting,DN
43,"Kane Richardson to Rohit, <b>FOUR</b>, <b>chance</b>, ferocious cut and Maxwell has just done well to get some hand on it, still it raced away to the point boundary. A chance, but harsh to call it as a drop. Too much width from Richardson and Rohit laced the cut in the air - to the left of backward point. The ball was travelling and Maxwell had very little reaction time, got both hands on the ball but can't hold on",4,GoodLength,outside_stumps,Cut,run,right arm fast medium,Kane Richardson,132.6,18858,0,,not_beaten,home,good,Australia,Holkar Cricket Stadium,Point,21,0,Batting,DN
44,"Kane Richardson to Rohit, no run, short and wide of off, Rohit would feel he missed out on a boundary here. Cracked the cut straight to Smith at point",0,Short,outside_stumps,No_shot,norun,right arm fast medium,Kane Richardson,132.6,18858,0,,beaten,home,bad,Australia,Holkar Cricket Stadium,Point,20,0,Batting,DN
45,"Coulter-Nile to Rohit, 1 run, short of a good length and just outside off, chopped away towards third man for a single",1,Short,outside_stumps,Late_Cut,run,right arm fast,Coulter-Nile,136.8,18858,0,,not_beaten,home,good,Australia,Holkar Cricket Stadium,ThirdMan,19,0,Batting,DN
46,"Coulter-Nile to Rohit, <b>SIX</b>, <b>cracking shot</b>, the short boundaries are no friends of the bowlers. On a good length and just outside off, right in the hitting zone for Rohit, he leans forward, drives it through the line and sends it high and deep into the stands at long-off",6,Short,outside_stumps,Drive,run,right arm fast,Coulter-Nile,136.8,18858,0,,not_beaten,home,good,Australia,Holkar Cricket Stadium,LongOff,18,0,Batting,DN
47,"Coulter-Nile to Rohit, no run, Coulter-Nile shortens his length on the stumps, Rohit gets forward, presents a straight bat and finds mid-on with the drive",0,Short,wicket_to_wicket,Drive,norun,right arm fast,Coulter-Nile,136.8,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,LongOn,17,0,Batting,DN
48,"Coulter-Nile to Rohit, no run, on a good length and just outside off, Rohit gets across and defends it towards the off-side",0,Full,outside_stumps,Defensive_shot,norun,right arm fast,Coulter-Nile,136.8,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,Unknown,16,0,Batting,DN
49,"Coulter-Nile to Rohit, <b>FOUR</b>, <b>lovely</b>, Rohit is looking in gorgeous touch at the moment, too straight from Coulter-Nile, ends up drifting onto the pads, Rohit gets forward and clips it in front of square on the on-side, beat mid-wicket to his right and rolled away to the fence",4,GoodLength,wicket_to_wicket,Pull_hook,run,right arm fast,Coulter-Nile,136.8,18858,0,,not_beaten,home,good,Australia,Holkar Cricket Stadium,Midwicket,15,0,Batting,DN
50,"Coulter-Nile to Rohit, no run, full and angling on the leg-stump line, Rohit plays with a straight bat and drives it towards mid-on",0,Full,wicket_to_wicket,Drive,norun,right arm fast,Coulter-Nile,136.8,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,LongOn,14,0,Batting,DN
51,"Pat Cummins to Rohit, 1 run, tad too straight from Cummins, worked away backward of square on the on-side for a single",1,GoodLength,outside_stumps,Unknown,run,right arm fast,Pat Cummins,144.1,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,Unknown,13,0,Batting,DN
52,"Pat Cummins to Rohit, no run, tad fuller and just outside off, Rohit gets well forward and pushes it back at the bowler",0,Full,outside_stumps,Defensive_shot,norun,right arm fast,Pat Cummins,144.1,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,Unknown,12,0,Batting,DN
53,"Pat Cummins to Rohit, no run, on a good length and just outside off, Rohit gets half-forward and defends it towards the off-side",0,Full,outside_stumps,Defensive_shot,norun,right arm fast,Pat Cummins,144.1,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,Unknown,11,0,Batting,DN
54,"Pat Cummins to Rohit, <b>SIX</b>, <b>massive</b>, exceptional pull from Rohit, this was short and this was fast, he swivelled across, didn't bother to keep it down and pulled it high and over square leg for a maximum. Hit the second tier of the stands",6,Short,wicket_to_wicket,Pull_hook,run,right arm fast,Pat Cummins,144.1,18858,0,,not_beaten,home,good,Australia,Holkar Cricket Stadium,SquareLeg,10,0,Batting,DN
55,"Coulter-Nile to Rohit, 1 run, short of a length and just outside off, cramped Rohit for room as he looked to dab it towards third man, gets an inside edge in front of point, Rahane calls him through for a quick single and beats Smith's football skills to make his ground",1,Short,wicket_to_wicket,Late_Cut,run,right arm fast,Coulter-Nile,136.8,18858,0,,beaten,home,good,Australia,Holkar Cricket Stadium,Point,9,0,Batting,DN
56,"Coulter-Nile to Rohit, no run, short of a good length and holding its line outside off, Rohit watches it all along and lets it go",0,Short,outside_stumps,No_shot,norun,right arm fast,Coulter-Nile,136.8,18858,0,,beaten,home,bad,Australia,Holkar Cricket Stadium,Unknown,8,0,Batting,DN
58,"Coulter-Nile to Rohit, no run, back of a length and just outside off, Rohit plays with a straight bat and punches it towards cover",0,Short,outside_stumps,Defensive_shot,norun,right arm fast,Coulter-Nile,136.8,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,Cover,6,0,Batting,DN
59,"Coulter-Nile to Rohit, no run, Coulter-Nile shortens his length outside off, Rohit stays besides the line and defends it towards the off-side",0,Short,outside_stumps,Defensive_shot,norun,right arm fast,Coulter-Nile,136.8,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,Unknown,5,0,Batting,DN
60,"Coulter-Nile to Rohit, 1 run, good start from Coulter-Nile, on a good length and a hint of shape away from outside off, Rohit was defending and gets an edge towards third man",1,Full,outside_stumps,Late_Cut,run,right arm fast,Coulter-Nile,136.8,18858,0,,beaten,home,good,Australia,Holkar Cricket Stadium,ThirdMan,4,0,Batting,DN
61,"Pat Cummins to Rohit, 1 run, <b>nearly chopped on</b>, lack of bounce nearly did Rohit here, short of a good length and holding its line outside off, Rohit was hopping across on the cut, the ball didn't come as high as he expected, ends up getting an inside edge and the ball rolls away past the leg-stump",1,Short,wicket_to_wicket,Edge,run,right arm fast,Pat Cummins,144.1,18858,0,,beaten,home,bad,Australia,Holkar Cricket Stadium,Unknown,3,0,Batting,DN
62,"Pat Cummins to Rohit, no run, fraction fuller and just outside off, Rohit gets forward and pushes it back at the bowler",0,Full,outside_stumps,Defensive_shot,norun,right arm fast,Pat Cummins,144.1,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,Unknown,2,0,Batting,DN
63,"Pat Cummins to Rohit, no run, short of a length and on the stumps, Rohit prods across and defends it towards the on-side",0,Short,wicket_to_wicket,Defensive_shot,norun,right arm fast,Pat Cummins,144.1,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,Unknown,1,0,Batting,DN
64,"Pat Cummins to Rohit, no run, on a good length and just outside off, Rohit gets well forward and defends it towards cover",0,Full,outside_stumps,Defensive_shot,norun,right arm fast,Pat Cummins,144.1,18858,0,,not_beaten,home,bad,Australia,Holkar Cricket Stadium,Cover,0,0,Batting,DN
0,"Kane Richardson to Rohit, 1 run, easily driven down to long-on",1,GoodLength,outside_stumps,Drive,run,right arm fast medium,Kane Richardson,132.6,18859,0,,not_beaten,home,good,Australia,M.Chinnaswamy Stadium,LongOn,54,0,Batting,DN
1,"Kane Richardson to Rohit, 1 run, knocked down to deep mid-wicket",1,Unknown,Unknown,Pull_hook,run,right arm fast medium,Kane Richardson,132.6,18859,0,,not_beaten,home,good,Australia,M.Chinnaswamy Stadium,Midwicket,53,0,Batting,DN
2,"Head to Rohit, no run, watchfully defends this flighted delivery into the on-side",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm off break,Head,85.1,18859,0,,not_beaten,home,bad,Australia,M.Chinnaswamy Stadium,Unknown,52,0,Batting,DN
3,"Head to Rohit, <b>SIX</b>, that's muscled away. A shot more to make a statement to the bowler. Part-timer on, the pitch has slowed down and anything around good length is tough to hit, so Rohit advances, gets closer to the pitch of the ball and takes the safest route - straight behind the bowler's head",6,GoodLength,outside_stumps,Drive,run,right arm off break,Head,85.1,18859,0,,not_beaten,home,bad,Australia,M.Chinnaswamy Stadium,Unknown,51,0,Batting,DN
4,"Head to Rohit, no run, flatter delivery on the off stump, Rohit defends to mid-wicket",0,Full,wicket_to_wicket,Pull_hook,norun,right arm off break,Head,85.1,18859,0,,not_beaten,home,bad,Australia,M.Chinnaswamy Stadium,Midwicket,50,0,Batting,DN
5,"Head to Rohit, 1 run, flighted delivery on the off stump, Rohit punches off the back foot to long-off",1,GoodLength,wicket_to_wicket,Defensive_shot,run,right arm off break,Head,85.1,18859,0,,not_beaten,home,bad,Australia,M.Chinnaswamy Stadium,LongOff,49,0,Batting,DN
6,"Kane Richardson to Rohit, 1 run, hint of width outside off and Rohit stands tall to punch it to sweeper cover",1,Full,outside_stumps,Sweep,run,right arm fast medium,Kane Richardson,132.6,18859,0,,not_beaten,home,good,Australia,M.Chinnaswamy Stadium,Cover,48,0,Batting,DN
7,"Kane Richardson to Rohit, no run, tight bowling from Richardson. No space offered and Rohit has to be content with a block in front of mid-on",0,Full,wicket_to_wicket,Drive,norun,right arm fast medium,Kane Richardson,132.6,18859,0,,not_beaten,home,bad,Australia,M.Chinnaswamy Stadium,LongOn,47,0,Batting,DN
8,"Kane Richardson to Rohit, 1 run, shortens the length and Rohit tucks it wide of mid-wicket",1,Short,Unknown,Pull_hook,run,right arm fast medium,Kane Richardson,132.6,18859,0,,not_beaten,home,good,Australia,M.Chinnaswamy Stadium,Midwicket,46,0,Batting,DN
9,"Head to Rohit, 1 run, tossed up on off, Rohit eases it down to long-on",1,Full,wicket_to_wicket,Flick,run,right arm off break,Head,85.1,18859,0,,not_beaten,home,bad,Australia,M.Chinnaswamy Stadium,LongOn,45,0,Batting,DN
10,"Kane Richardson to Rohit, 1 run, short of length around off, Rohit drops it wide of backward point and Kohli is off. Smith dives to his left and stops the ball, but can't prevent the single",1,Short,outside_stumps,Cut,run,right arm fast medium,Kane Richardson,132.6,18859,0,,not_beaten,home,good,Australia,M.Chinnaswamy Stadium,Point,44,0,Batting,DN
11,"Head to Rohit, 1 run, eased down to long-on",1,Unknown,Unknown,Unknown,run,right arm off break,Head,85.1,18859,0,,not_beaten,home,bad,Australia,M.Chinnaswamy Stadium,LongOn,43,0,Batting,DN
12,"Head to Rohit, no run, bit of extra bounce and Rohit softens the point of impact, the ball drops into the on-side",0,Unknown,Unknown,Unknown,norun,right arm off break,Head,85.1,18859,0,,not_beaten,home,bad,Australia,M.Chinnaswamy Stadium,Point,42,0,Batting,DN
13,"Zampa to Rohit, <b>SIX</b>, Rohit's turn to raise the bat. Fifty <b>#34</b> in ODIs. Reaches the milestone in style. Second successive 100+ stand for the duo as well. Sees the flight on the delivery and sinks to one knee, heaves it with a clean bat swing over wide long-on",6,Unknown,Unknown,Unknown,run,right arm leg break,Zampa,80.4,18859,0,,not_beaten,home,bad,Australia,M.Chinnaswamy Stadium,LongOn,41,0,Batting,DN
14,"Zampa to Rohit, no run, lovely riposte from Zampa. Tosses it up bravely and lures Rohit into a forward defensive, the ball then spins away to beat the outside edge. The typical leg-spinners delivery that",0,Full,wicket_to_wicket,Edge,norun,right arm leg break,Zampa,80.4,18859,0,,beaten,home,bad,Australia,M.Chinnaswamy Stadium,Unknown,40,0,Batting,DN
15,"Zampa to Rohit, <b>SIX</b>, wow! Out of nowhere Rohit sends one sailing into the stands. Bit more air on this and the line was just outside off, Rohit went down on one knee and nailed the slog sweep over cow corner. For a second it seemed to be traveling out of the ground",6,Full,outside_stumps,Sweep,run,right arm leg break,Zampa,80.4,18859,0,,not_beaten,home,good,Australia,M.Chinnaswamy Stadium,Unknown,39,0,Batting,DN
16,"Zampa to Rohit, no run, nice drift on the leggie and Rohit watchfully pushes it back to Zampa",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm leg break,Zampa,80.4,18859,0,,not_beaten,home,bad,Australia,M.Chinnaswamy Stadium,Unknown,38,0,Batting,DN
