,Commentary,Runs,Delivery_Length,Delivery_Line,Shot_Type,Run/NoRun,Bowler_Type,Bowler_Name,Avg_Ball_Speed,MatchID,Dismissal_Type,Beaten/NotBeaten,Home_Away,Good_Bad_Shot,Opponent,Stadium,Shot_Zone,Delivery_Number,Toss,TossDecision,D/N
106,"Junaid Khan to Warner, 1 run, a generous stroll across his stumps exposing them in the process and glances it away with a roll of the wrists",1,Unknown,wicket_to_wicket,Glance,run,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,Unknown,24,1,Batting,DN
107,"Junaid Khan to Warner, 2 runs, a slam. <b>Right out of the Australian Open</b>. A forhanded smash to a delivery dug in on the shorter side, without much of the timing but in one of those yawning gaps past the bowler",2,Short,Unknown,Unknown,run,left arm fast medium,Junaid Khan,132.7,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,23,1,Batting,DN
108,"Junaid Khan to Warner, no run, waits for the ball to come back into him and responds with an open batted steer to cover-point. <b>Two rare dots in a row</b>",0,Unknown,outside_stumps,Drive,norun,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Cover,22,1,Batting,DN
109,"Junaid Khan to Warner, no run, stands his ground for a change, and deals a delivery coming back in off a length with a defence",0,GoodLength,Unknown,Defensive_shot,norun,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,21,1,Batting,DN
110,"Junaid Khan to Warner, <b>FOUR</b>, neither does the line change. Nor does Warner's response. Was a slower one from Junaid looking to fox some part of Warner. Well, he is batting like a dream at the moment. All too easy for him as he doesn't even bother keeping his lofted fence down",4,Unknown,Unknown,Unknown,run,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,20,1,Batting,DN
111,"Amir to Warner, 3 runs, and now we are back to the outside off fetchers. Drags it back with a shuffling drive through mid-off",3,GoodLength,outside_stumps,Drive,run,left arm fast medium,Amir,136.4,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,LongOff,19,1,Batting,DN
112,"Amir to Warner, no run, a lunge forward and pounces on what should have been getting just a defence with a stern drive. To mid-off",0,GoodLength,Unknown,Drive,norun,left arm fast medium,Amir,136.4,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,LongOff,18,1,Batting,DN
113,"Amir to Warner, no run, stays back and provides all the respect a delivery on the stumps deserves off a full bat face",0,Full,wicket_to_wicket,Unknown,norun,left arm fast medium,Amir,136.4,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,17,1,Batting,DN
114,"Amir to Warner, <b>FOUR</b>, overcooked. Just too easy. On the hips and Warner just fends it away high off his splice. Does it matter? His luck and his form just keep adding the runs to his kitty. The boundary behind square is disturbed",4,Unknown,outside_stumps,Unknown,run,left arm fast medium,Amir,136.4,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,16,1,Batting,DN
115,"Amir to Warner, 2 runs, follows him with a straight one. Veering in on the pads, thanks to Warner's guard outside off and his shuffle to take him further. Responded with a clip for a brace",2,GoodLength,wicket_to_wicket,Unknown,run,left arm fast medium,Amir,136.4,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,15,1,Batting,DN
116,"Amir to Warner, no run, reaches out, with a well controlled stab away from his body keeping the swing away in control as he eases it into the off-side",0,Unknown,Unknown,Unknown,norun,left arm fast medium,Amir,136.4,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,14,1,Batting,DN
117,"Amir to Warner, 2 runs, width. Again. Uppish in his fence and he flashes it off the outside half of his bat through the covers. Is happy to pocket a brace",2,Unknown,outside_stumps,Unknown,run,left arm fast medium,Amir,136.4,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Cover,13,1,Batting,DN
118,"Amir to Warner, no run, another initial trigger taking him across his sticks and follows it up with a tuck. This time finding mid-wicket to perfection",0,Unknown,Unknown,Pull_hook,norun,left arm fast medium,Amir,136.4,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Midwicket,12,1,Batting,DN
119,"Amir to Warner, 2 runs, <b>145kph</b>. Fetched from outside off with a firm closed batted tuck as he gets it through cow corner",2,Unknown,outside_stumps,Unknown,run,left arm fast medium,Amir,145,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,11,1,Batting,DN
120,"Junaid Khan to Warner, <b>FOUR</b>, ahh the full bat face is back. Pounces on the pitched up delivery, shows the maker's name and ensures that it doesn't stop anywhere before hitting the fence straight down the ground",4,Full,Unknown,Unknown,run,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,10,1,Batting,DN
121,"Junaid Khan to Warner, 1 run, gets on his toes with a ride of the bounce and pats it out wide of cover",1,Unknown,outside_stumps,Unknown,run,left arm fast medium,Junaid Khan,132.7,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Cover,9,1,Batting,DN
122,"Junaid Khan to Warner, 1 run, firmly driven. Presenting the full bat face and gets it to a diving mid-off. Some miscommunication regarding the single is killed by the throw then going to the wrong end",1,Full,Unknown,Drive,run,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,LongOff,8,1,Batting,DN
123,"Amir to Warner, 1 run, walks across, adopts the line and tucks it in front of square",1,Unknown,outside_stumps,Unknown,run,left arm fast medium,Amir,136.4,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,7,1,Batting,DN
124,"Amir to Warner, no run, <b>another peach</b>. What on earth does Amir have to do to pick up a wicket. Or to simplify - get an edge? Pitches right in the spot in the corridor of uncertainty and straightens just enough to go past a wafty blade on the defensive stand",0,GoodLength,Unknown,Edge,norun,left arm fast medium,Amir,136.4,16488,,beaten,home,bad,Pakistan,Adelaide Oval,Unknown,6,1,Batting,DN
125,"Amir to Warner, 1 run, <b>a streaky steer</b>. Backs away, makes room for himself to take on the fullish delivery veering in on the sticks. Thanks to the away movement, he finds himself eerily running it back into his favoured region, third man",1,Full,Unknown,Late_Cut,run,left arm fast medium,Amir,136.4,16488,,Unknown,home,good,Pakistan,Adelaide Oval,ThirdMan,5,1,Batting,DN
126,"Junaid Khan to Warner, 1 run, a touch of getting squared up. Nothing quite alarming keeping it down and wide of the men perched in the cordon to run it to third man",1,Unknown,outside_stumps,Late_Cut,run,left arm fast medium,Junaid Khan,132.7,16488,,Unknown,home,good,Pakistan,Adelaide Oval,ThirdMan,4,1,Batting,DN
127,"Junaid Khan to Warner, <b>FOUR</b>, a walk and a dispatch. Gets himself forward inheriting himself into the line of the delivery and fetches it with his mighty wrists to dispatch it over mid-wicket",4,Unknown,Unknown,Pull_hook,run,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,Midwicket,3,1,Batting,DN
128,"Junaid Khan to Warner, 1 run, 135.9kph, just the hint of swing coming back in. A tad on the shorter side and Warner, on his back footed defence, thanks to the swing gets the thick inside edge rolling away just past the pitch. Enough for Warner to run across",1,Short,Unknown,Edge,run,left arm fast medium,Junaid Khan,135.9,16488,,beaten,home,bad,Pakistan,Adelaide Oval,Unknown,2,1,Batting,DN
129,"Junaid Khan to Warner, no run, 134.7kph, and he starts off right on the money. Coming in sharply with the angle and makes Warner settle for a defence off the back foot",0,Unknown,Unknown,Defensive_shot,norun,left arm fast medium,Junaid Khan,134.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,1,1,Batting,DN
130,"Amir to Warner, 1 run, edged and dropped at second slip. Warner went hard on this away swinger and got a thick edge. <b>Azhar Ali</b> went with one hand, got fingers to it but could not latch on. Tough one but will go down as a chance. Pakistan will rue that",1,Unknown,Unknown,Edge,run,left arm fast medium,Amir,136.4,16488,,beaten,home,bad,Pakistan,Adelaide Oval,ThirdMan,0,1,Batting,DN
0,"Kuldeep Yadav to Warner, <b>out</b> Caught by Dhoni!! Another wicket for India. Australia are in a disarray at 35/4. The old two-card trick from Kuldeep. After tossing it up off the previous ball, he pushed one quicker. It fizzes through and Warner sought for a cut. Too close for comfort and he nicks one into the bread-bucket gloves of Dhoni. Warner's iffy stay comes to an end. <b>Warner c Dhoni b Kuldeep Yadav 25(28) [4s-2]</b>",,Unknown,Unknown,Unknown,norun,left arm chinaman,Kuldeep Yadav,79.6,18856, Caught!!,not_beaten,away,bad,India,MA Chidambaram Stadium,Unknown,30,0,Batting,DN
2,"Kuldeep Yadav to Warner, no run, sharp <b>turn</b> for Kuldeep. Pitched up tad fuller, Warner went for the cut but was undone by the excess turn there. <b>Beaten</b> all ends up",0,Full,Unknown,No_shot,norun,left arm chinaman,Kuldeep Yadav,79.6,18856,,beaten,away,bad,India,MA Chidambaram Stadium,Unknown,28,0,Batting,DN
3,"Kuldeep Yadav to Warner, no run, the googly, well-read from Warner. He gets inches forward and offers a solid block",0,Full,wicket_to_wicket,Defensive_shot,norun,left arm chinaman,Kuldeep Yadav,79.6,18856,,not_beaten,away,bad,India,MA Chidambaram Stadium,Unknown,27,0,Batting,DN
4,"Kuldeep Yadav to Warner, no run, more revs on this one, just outside off, Warner squirts it off the cue-end to mid-wicket",0,Unknown,outside_stumps,Pull_hook,norun,left arm chinaman,Kuldeep Yadav,79.6,18856,,not_beaten,away,bad,India,MA Chidambaram Stadium,Midwicket,26,0,Batting,DN
5,"Kuldeep Yadav to Warner, 2 runs, tosses it up on the stumps, Warner sinks low and unleashes the sweep along the carpet through square leg. Chahal does the mopping work and they will come back for the second",2,Full,wicket_to_wicket,Sweep,run,left arm chinaman,Kuldeep Yadav,79.6,18856,,not_beaten,away,good,India,MA Chidambaram Stadium,SquareLeg,25,0,Batting,DN
6,"Kuldeep Yadav to Warner, 2 runs, drags it short on leg, Warner lowers his stance and hacks it away through square leg. Easy two added",2,Short,wicket_to_wicket,Unknown,run,left arm chinaman,Kuldeep Yadav,79.6,18856,,Unknown,away,bad,India,MA Chidambaram Stadium,SquareLeg,24,0,Batting,DN
7,"Hardik Pandya to Warner, 1 run, the radar goes a bit wonky, on leg-stump and Warner tucks it away behind square on the leg-side",1,Unknown,wicket_to_wicket,Flick,run,right arm medium,Hardik Pandya,127.6,18856,,not_beaten,away,good,India,MA Chidambaram Stadium,Unknown,23,0,Batting,DN
8,"Hardik Pandya to Warner, 1 run, ""Catch"" was the shout from Pandya, but it drops short of Kuldeep at short fine. He makes a slight blip and they will sneak in a second. Pandya isn't happy with the effort",1,Short,Unknown,Unknown,run,right arm medium,Hardik Pandya,127.6,18856,,Unknown,away,bad,India,MA Chidambaram Stadium,Unknown,22,0,Batting,DN
9,"Hardik Pandya to Warner, 2 runs, 126kph, angling on leg, Warner short-arm jabs it behind square. Races back for the second",2,Short,wicket_to_wicket,Unknown,run,right arm medium,Hardik Pandya,126,18856,,Unknown,away,bad,India,MA Chidambaram Stadium,Unknown,21,0,Batting,DN
10,"Kuldeep Yadav to Warner, 1 run, snaking on leg-stump, wristed away to mid-wicket",1,Unknown,wicket_to_wicket,Pull_hook,run,left arm chinaman,Kuldeep Yadav,79.6,18856,,not_beaten,away,good,India,MA Chidambaram Stadium,Midwicket,20,0,Batting,DN
11,"Kuldeep Yadav to Warner, no run, goes for the reverse does Warner, can't time it well. Drags it into the off-side",0,Unknown,Unknown,Unknown,norun,left arm chinaman,Kuldeep Yadav,79.6,18856,,Unknown,away,bad,India,MA Chidambaram Stadium,Unknown,19,0,Batting,DN
12,"Hardik Pandya to Warner, 3 runs, he didn't time as he would've liked, but enough for Warner to earn three. It was on a length and sort of stopped on the batsman, Warner was early into his shot and manages to swipe it over mid-wicket. Chahal runs across and tidies up",3,GoodLength,Unknown,Pull_hook,run,right arm medium,Hardik Pandya,127.6,18856,,not_beaten,away,good,India,MA Chidambaram Stadium,Midwicket,18,0,Batting,DN
13,"Hardik Pandya to Warner, 1 run, Pandya starts with a short of length delivery on the stumps, Warner punches it away down to long-on",1,Short,wicket_to_wicket,Unknown,run,right arm medium,Hardik Pandya,127.6,18856,,not_beaten,away,bad,India,MA Chidambaram Stadium,LongOn,17,0,Batting,DN
14,"Bumrah to Warner, 1 run, vrooming on leg, Warner wrists it away through mid-wicket",1,Unknown,wicket_to_wicket,Pull_hook,run,right arm medium,Bumrah,128.3,18856,,not_beaten,away,good,India,MA Chidambaram Stadium,Midwicket,16,0,Batting,DN
15,"Bumrah to Warner, no run, off-cutters in loop. This was slightly wide of off, Warner can't pierce the gap on his punch",0,GoodLength,outside_stumps,Unknown,norun,right arm medium,Bumrah,128.3,18856,,not_beaten,away,bad,India,MA Chidambaram Stadium,Unknown,15,0,Batting,DN
16,"Bumrah to Warner, no run, repeats the off-cutter, that grips and cuts the deck just outside off, Warner allows the ball to come and then quells it with an open-bat face to point",0,Unknown,outside_stumps,Unknown,norun,right arm medium,Bumrah,128.3,18856,,not_beaten,away,bad,India,MA Chidambaram Stadium,Point,14,0,Batting,DN
17,"Bhuvneshwar to Warner, no run, shortish in length, on middle, defended with a closed bat face",0,Short,wicket_to_wicket,Defensive_shot,norun,right arm medium,Bhuvneshwar,130.4,18856,,not_beaten,away,bad,India,MA Chidambaram Stadium,Unknown,13,0,Batting,DN
18,"Bhuvneshwar to Warner, no run, hits the deck on a short of length, around middle and leg, Warner hops across and works it to mid-wicket",0,Short,wicket_to_wicket,Pull_hook,norun,right arm medium,Bhuvneshwar,130.4,18856,,not_beaten,away,bad,India,MA Chidambaram Stadium,Midwicket,12,0,Batting,DN
19,"Bhuvneshwar to Warner, <b>FOUR</b>, that's a poor ball and Bhuvneshwar gets punished. Slipping on leg, Warner just moves inside the line and uses his magic wrists to place it behind square. The fielder in the deep does his best running across, but it runs away to the boundary",4,Unknown,wicket_to_wicket,Unknown,run,right arm medium,Bhuvneshwar,130.4,18856,,Unknown,away,bad,India,MA Chidambaram Stadium,ThirdMan,11,0,Batting,DN
20,"Bhuvneshwar to Warner, 1 run, risky but all safe. A wide half-volley, in fact it was the knuckle ball from Bhuvneshwar. Warner throws his bat and ends up squirting it over point. There is a fielder in the deep and he has to settle for a single",1,Unknown,Unknown,Unknown,run,right arm medium,Bhuvneshwar,130.4,18856,,Unknown,away,bad,India,MA Chidambaram Stadium,Point,10,0,Batting,DN
21,"Bumrah to Warner, 1 run, curling back in around off, takes the inside edge and rolls away into the leg-side",1,Unknown,wicket_to_wicket,Edge,run,right arm medium,Bumrah,128.3,18856,,beaten,away,bad,India,MA Chidambaram Stadium,Unknown,9,0,Batting,DN
22,"Bumrah to Warner, <b>FOUR</b>, Warner gets into his business. A half-volley for Warner, is that a death wish, Bumrah? Not sure, but a juicy full-ball and Warner leans forward and cracks the drive gun-barrel straight down the ground. No need to run for those as it races away to the fence in a jiffy",4,Full,Unknown,Drive,run,right arm medium,Bumrah,128.3,18856,,not_beaten,away,good,India,MA Chidambaram Stadium,Unknown,8,0,Batting,DN
23,"Bhuvneshwar to Warner, 1 run, <b>Warner is off the mark here</b>. Waits for the ball to do its bit before angling his bat to dab it towards point. Tidy start for Bhuvneshwar",1,Full,wicket_to_wicket,Defensive_shot,run,right arm medium,Bhuvneshwar,130.4,18856,,not_beaten,away,bad,India,MA Chidambaram Stadium,Point,7,0,Batting,DN
24,"Bhuvneshwar to Warner, no run, goes fuller and tempts Warner. He leans across a bit and forces it into the off-side",0,Full,Unknown,Unknown,norun,right arm medium,Bhuvneshwar,130.4,18856,,Unknown,away,bad,India,MA Chidambaram Stadium,Unknown,6,0,Batting,DN
25,"Bhuvneshwar to Warner, no run, on a back of a length around off, poked with an open-bat face to point",0,Short,outside_stumps,Unknown,norun,right arm medium,Bhuvneshwar,130.4,18856,,Unknown,away,bad,India,MA Chidambaram Stadium,Point,5,0,Batting,DN
26,"Bhuvneshwar to Warner, no run, probing lines, adheres back to the short of length stuff, does Bhuvneshwar. Warner is having a few sighters as he pushes it gently into the off-side",0,Short,Unknown,Defensive_shot,norun,right arm medium,Bhuvneshwar,130.4,18856,,not_beaten,away,bad,India,MA Chidambaram Stadium,Unknown,4,0,Batting,DN
